item,id_netux,criterio_calificacion,nombre_equipo,estado_informe,codigo_certificado,marca,serie,descripcion,iq,oq,pq,cal,centro_costo,area,ubicacion_fisica,proveedor,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre,fecha,dias_vigencia_certificado,torre,pendientes,p_iq,p_oq,p_pq,p_cal,precio_unitario
,,,Tensiometro,,CC 356819,Welch Allyn,70903073607,Calibración metrologica,,,,,1100.0,Hospitalización Suit Carlos Lleras,Hospitalización Suit Carlos Lleras,Celsius,,,,,,X,,,,,,,2023-06-14,-415,Torre D,Pendiente,0,0.0,0.0,0.0,64104
sin sello,,,Nevera,, 2066/ 2162,HAIER,BE0HC10AP00QJNBCV6YL,Calificación metrologica,,,,,3100.0,Banco de Sangre,Separación de Componentes,Ainser,,X,,,,,,,,,,,2023-02-08,-541,Torre H,Pendiente,0,0.0,0.0,0.0,0
sin sello,,,Nevera,,2084,Supernordico ,05-1808,Calificación metrologica,,,,,3100.0,Banco de sangre,Banco de sangre,Ainser,,,,,X,,,,,,,,2023-05-01,-459,Torre H,Pendiente,0,0.0,0.0,0.0,0
sin sello,,,Nevera,,2270,Supernordico ,06-0377,Calificación metrologica,,,,,3100.0,Banco de sangre,Almacenamiento de Hemacomponentes,Ainser,,,,,X,,,,,,,,2023-05-17,-443,Torre H,Pendiente,0,0.0,0.0,0.0,0
sin sello,,,Nevera,,Calificación 2367,Bpl medical ,STR28011,Calificación metrologica,,,,,3100.0,Banco de sangre,Banco de sangre,Ainser,,,,,,,,X,,,,,2023-08-15,-353,Torre H,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera ,,2230,Helmer ,2045052,Calificación metrologica,,,,,3100.0,Banco de sangre,Banco de sangre ,Ainser,,,,X,,,,,,,,,2023-04-19,-471,Torre H,Pendiente,0,0.0,0.0,0.0,0
Pendiente certificado,,,Nevera,,2048,Supernordico,07-0110,Calificación metrologica,,,,,2301.0,Laboratorio Clínico,Microbiología,Ainser,X,,,,,,,,,,,,2023-01-14,-566,Torre H,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,Calificación 2348,Supernordico,05-1733,Calificación metrologica,,,,,2301.0,Biología Molecular,Biología molecular,Ainser,,,,,,,X,,,,,,2023-07-18,-381,Torre H,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,Calificación 2344,Supernordico,P-3868,Calificación metrologica,,,,,5100.0,Cedismed,Devoluciones,Ainser,,,,,,,X,,,,,,2023-07-13,-386,Sótano,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,Calificación 2354,Supernordico,09-0904,Calificación metrologica,,,,,5100.0,Cedismed,Medicamentos-devoluciones,Ainser,,,,,,,,X,,,,,2023-08-01,-367,Sótano,Pendiente,0,0.0,0.0,0.0,0
Pendiente,,,Nevera,,-,Abba,180100307,Verificación metrologica,,,,,1000.0,Cirugía,Cirugía ambulatoria uso comida,Ainser,,,,,X,,,,,,,,2022-01-01,-944,Torre A,Pendiente,0,0.0,0.0,0.0,0
Pendiente,,,Nevera,,Calificación 0165,Haier,BEOFIBEIT00QEEBL0006,Calificación metrologica,,,,,1000.0,Cirugía,Nevera sangre,Ainser,,,,,,,,,X,,,,2021-09-30,-1037,Torre A,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,Verificación 2327,Challenger,061216-00654,Verificación metrologica,,,,,1000.0,Cirugía,Nevera central gases medicinales,Ainser,,,,,,X,,,,,,,2023-06-29,-400,Torre A,Pendiente,0,0.0,0.0,0.0,0
NO CUMPLE,,,Nevera,,Verificación 2384,FRIGOSSIE,0034800234516380031,Verificación metrologica,,,,,1000.0,Cirugía,Farmacia cirugia ,Ainser,,,,,,,,X,,,,,2023-08-26,-342,Torre A,Pendiente,0,0.0,0.0,0.0,0
Pendiente,,,Nevera,,Calificación 0171,SUPERNORDICO ,06-0585,Calificación metrologica,,,,,4301.0,Cirugía,Farmacia cirugia ,Ainser,,,,,,,,,,,,X,2021-12-08,-968,Torre A,Pendiente,0,0.0,0.0,0.0,0
,,,Tensiometro,,CC 357518,Welch Allyn,110802065157,Calibración metrologica,,,,,1101.0,Hospitalización Reinaldo Cabrera, Hospitalización adultos TBP507 ,Celsius,,,,,,X,,,,,,,2023-06-14,-415,Torre B,Pendiente,0,0.0,0.0,0.0,64104
,,,Tensiometro,,CC 357523,Welch Allyn,110825110829,Calibración metrologica,,,,,1101.0,Hospitalización Reinaldo Cabrera, Hospitalización adultos TBP511 ,Celsius,,,,,,X,,,,,,,2023-06-14,-415,Torre B,Pendiente,0,0.0,0.0,0.0,64104
,,,Tensiometro,,CC 357522,Welch Allyn,150811063275,Calibración metrologica,,,,,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP508,Celsius,,,,,,X,,,,,,,2023-06-14,-415,Torre B,Pendiente,0,0.0,0.0,0.0,64104
,,,Tensiometro,,CC 357519,Welch Allyn,150811052735,Calibración metrologica,,,,,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP509,Celsius,,,,,,X,,,,,,,2023-06-14,-415,Torre B,Pendiente,0,0.0,0.0,0.0,64104
,,,Sonda T°C,,,NETUX ,,Calibración metrologica,,,,,,Farmacia central,Farmacia cx nevera,NETUX,,,,,,,,,,,,,2023-08-26,-342,,Pendiente,0,0.0,0.0,0.0,
,,,Sonda T°C,,,NETUX,,Calibración metrologica,,,,,,Farmacia central,Nevera 2,NETUX,,,,,,,,,,,,,2023-08-26,-342,,Pendiente,0,0.0,0.0,0.0,
,,,Sonda T°C,,,NETUX,,Calibración metrologica,,,,,,Farmacia central,Nevera 1,NETUX,,,,,,,,,,,,,2023-08-26,-342,,Pendiente,0,0.0,0.0,0.0,
,,,Sonda T°C,,,NETUX ,,Calibración metrologica,,,,,,Farmacia central,Farmacia central ambiente 2,NETUX,,,,,,,,,,,,,2023-08-26,-342,,Pendiente,0,0.0,0.0,0.0,
,,,Sonda HR,,,NETUX ,,Calibración metrologica,,,,,,Farmacia central,Farmacia central ambiente 2,NETUX,,,,,,,,,,,,,2023-08-26,-342,,Pendiente,0,0.0,0.0,0.0,
,,,Sonda T°C,,,NETUX ,,Calibración metrologica,,,,,,Farmacia central,Farmacia central ambiente 1,NETUX,,,,,,,,,,,,,2023-08-26,-342,,Pendiente,0,0.0,0.0,0.0,
 ,,,Sonda HR,,,NETUX ,,Calibración metrologica,,,,,,Farmacia central,Farmacia central ambiente 1,NETUX,,,,,,,,,,,,,2023-08-26,-342,,Pendiente,0,0.0,0.0,0.0,
,,,Tensiometro,,CC 357524,Welch Allyn,110701173254,Calibración metrologica,,,,,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP510,Celsius,,,,,,X,,,,,,,2023-06-14,-415,Torre B,Pendiente,0,0.0,0.0,0.0,64104
,,,Nevera,,2002,Haier,BE0697E1T00QEN2J0015,Calificación metrologica,,,,,900.0,Gastroenterología,Gastroenterología - Consultorio,Ainser,,,,,,,,,,,X,,2022-11-24,-617,Torre F,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,2008,Haier,BE0697E1T00QEN2J0020,Calificación metrologica,,,,,700.0,Hemato-oncología,Hemato-oncología,Ainser,,,,,,,,,,,X,,2022-11-24,-617,Torre F,Pendiente,0,0.0,0.0,0.0,0
,,,Tensiometro,,CC 357521,Welch Allyn,150807101415,Calibración metrologica,,,,,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP512,Celsius,,,,,,X,,,,,,,2023-06-14,-415,Torre B,Pendiente,0,0.0,0.0,0.0,64104
,,,Nevera,,2025,Haier,BE0697E1T00QEN2J0004,Calificación metrologica,,,,,1100.0,Hospitalización Adultos,Hospitalización adultos TAP4,Ainser,,,,,,,,,,,,X,2022-12-16,-595,Torre A,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,2101,Supernordico,15E-0453,Verificación metrologica,,,,,1100.0,Hospitalización Adultos,Hospitalización adultos TAP3,Ainser,,X,,,,,,,,,,,2023-02-17,-532,Torre A,Pendiente,0,0.0,0.0,0.0,0
NO CUMPLE,,,Nevera,,Verificación 2312,HACEB,L111330816,Verificación metrologica,,,,,1101.0,Hospitalización Reinaldo Cabrera,TBP3,Ainser,,,,,,X,,,,,,,2023-06-28,-401,Torre B,Pendiente,0,0.0,0.0,0.0,0
NO CUMPLE,,,Nevera,,Verificación 2340,HACEB,L111330818,Verificación metrologica,,,,,1101.0,Hospitalización Reinaldo Cabrera,TBP6,Ainser,,,,,,,X,,,,,,2023-07-07,-392,Torre B,Pendiente,0,0.0,0.0,0.0,0
NO CUMPLE,,,Nevera,,Verificación 2339,HACEB,L1112248724,Verificación metrologica,,,,,1101.0,Hospitalización Reinaldo Cabrera,TBP5,Ainser,,,,,,,X,,,,,,2023-07-07,-392,Torre B,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,Calificación2013,Haier,BE0697E1T00QEN2J0012,Calificación metrologica,,,,,200.0,Hospitalización niños,TCP3,Ainser,,,,,,,,,,,,X,2022-12-01,-610,Torre C,Pendiente,0,0.0,0.0,0.0,0
no se encontró,,,Nevera,,2020,GE,1296477,Calificación metrologica,,,,,200.0,Hospitalización niños,TCP3,Ainser,,,,,,,,,,,,X,2022-12-07,-604,Torre C,Pendiente,0,0.0,0.0,0.0,0
NO CUMPLE,,,Nevera,,Verificación 2305,SUPERNORDICO,13‑E0355,Verificación metrologica,,,,,4010.0,Hospitalización niños,TCP3,Ainser,,,,,,X,,,,,,,2023-06-21,-408,Torre C,Pendiente,0,0.0,0.0,0.0,0
NO CUMPLE,,,Nevera,,Calificación 2345,Supernordico,P-3566,Calificación metrologica,,,,,200.0,Hospitalización niños,TCP2,Ainser,,,,,,,X,,,,,,2023-07-17,-382,Torre C,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,2024,Haier,BE0697E1T00QEN2J0014,Calificación metrologica,,,,,1100.0,Hospitalización Suit Carlos Lleras,Hospitalización Suit Carlos Lleras,Ainser,,,,,,,,,,,,X,2022-12-14,-597,Torre B,Pendiente,0,0.0,0.0,0.0,
,,,Tensiometro,,CC 357520,Welch Allyn,140131165075,Calibración metrologica,,,,,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización adultos TBP513,Celsius,,,,,,X,,,,,,,2023-06-14,-415,Torre B,Pendiente,0,0.0,0.0,0.0,64104
,,,Tensiometro,,CC 357525,HEINE,500047911,Calibración metrologica,,,,,1101.0,Hospitalización Reinaldo Cabrera,Hospitalización Torre B ,Celsius,,,,,,X,,,,,,,2023-06-14,-415,Torre B,Pendiente,0,0.0,0.0,0.0,64104
CERTIFICADO?,,,Nevera,,4324,VESTFROST ,20035000768,Calificación metrologica,,,,,4301.0,Investigaciones,Investigaciones ,Ainser,,,,,,,,,,X,,,2022-10-25,-647,Torre H,Pendiente,0,0.0,0.0,0.0,0
PENDIENTE CERTIFICADO,,,Nevera,,2388,VESTFROST,20113744852,Calificación metrologica,,,,,4301.0,Investigaciones,Investigaciones ,Ainser,,,,,,,,X,,,,,2023-07-06,-393,Torre H,Pendiente,0,0.0,0.0,0.0,0
PENDIENTE CERTIFICADO sello,,,Nevera,,2387,CONSERV,20032800834,Calificación metrologica,,,,,4301.0,Investigaciones,Farmacia investigaciones,Ainser,,,,,,,,,X,,,,2023-09-05,-332,Torre H,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,1998,HAIER,BE069TE1T0OQEN2J0013,Calificación metrologica,,,,,2300.0,Laboratorio Clínico,Microbiologia,Ainser,,,,,,,,,,,X,,2022-11-17,-624,Torre A,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,2007,HAIER,BE07C3EAQ00QJN2P0001,Calificación metrologica,,,,,2300.0,Laboratorio Clínico,Laboratorio clinico,Ainser,,,,,,,,,,,X,,2022-11-23,-618,Torre A,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,2005,HAIER,BE06MXE1T00QEN330005,Calificación metrologica,,,,,2300.0,Laboratorio Clínico,Laboratorio clinico,Ainser,,,,,,,,,,,X,,2022-11-23,-618,Torre A,Pendiente,0,0.0,0.0,0.0,0
bodega-baja,,,Nevera,,2009,SUPERNORDICO,05-1768,Calificación metrologica,,,,,2300.0,Laboratorio Clínico,Laboratorio clinico,Ainser,,,,,,,,,,,X,,2022-11-25,-616,Torre A,Pendiente,0,0.0,0.0,0.0,0
,,,Sonda T°C,,,NETUX,,Calibración metrologica,,,,,,Homoinjertos,Ultracongelador,NETUX,,,,,,,,,,,,,2023-08-26,-342,,Pendiente,0,0.0,0.0,0.0,
,,,Nevera,,2016,SUPERNORDICO,02-0788,Calificación metrologica,,,,,2300.0,Laboratorio Clínico,Laboratorio clinico,Ainser,,,,,,,,,,,X,,2022-11-29,-612,Torre A,Pendiente,0,0.0,0.0,0.0,0
bodega-baja,,,Nevera,,2014,SUPERNORDICO,08-0337,Calificación metrologica,,,,,2300.0,Laboratorio Clínico,Laboratorio clinico,Ainser,,,,,,,,,,,X,,2022-11-30,-611,Torre A,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,2100,HAIER,BE03LWE0N00QJNAH0003,Calificación metrologica,,,,,2300.0,Laboratorio Clínico,Inmunologia especial T°,Ainser,,X,,,,,,,,,,,2023-02-16,-533,Torre A,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,2148,SUPERNORDICO,P-3851,Calificación metrologica,,,,,2300.0,Laboratorio Clínico,Ambulatorio Torre H.Toma de muestras pediatria ,Ainser,,X,,,,,,,,,,,2023-02-16,-533,Torre A,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,verificación 2310,HACEB,J-041105400,Verificación metrologica,,,,,2500.0,Medicina Nuclear,Medicina Nuclear THP2,Ainser,,,,,,X,,,,,,,2023-06-26,-403,Torre H,Pendiente,0,0.0,0.0,0.0,0
NO CUMPLE,,,Nevera,,Calificación 2352,Haier,BE06MNG1T00QEGBT0001,Calificación metrologica,,,,,2400.0,Patología,Patología,Ainser,,,,,,,X,,,,,,2023-07-24,-375,Torreón,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,"CMI-078-23
CI-001-23
CD-001-23
D-006-23",Haier,BE06MXE1T00QEP120002,Calificación metrologica,,,,,2400.0,Patología,Patología,Ainser,,,,,,,,X,,,,,2023-08-09,-359,Torreón,Pendiente,0,0.0,0.0,0.0,0
,,,Tensiometro digital,,CC 356812,Riester,1002845,Calibración metrologica,,,,,7000.0,Consulta externa,Torre E piso 5,Celsius,,,,,,X,,,,,,,2023-06-14,-415,Torre E,Pendiente,0,0.0,0.0,0.0,80296
PENDIENTE CERTIFICADO - ,,,Nevera,,2385,SUPERNORDICO,15E-0083,Verificación metrologica,,,,,4010.0,Sótano,Back up 0 a- 6°C,Ainser,,,,,,,,X,,,,,2023-08-19,-349,Sótano,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,2326,BIORED,BIO-R1800128,Verificación metrologica,,,,,1300.0,UCI C.V Adultos ,UCI C.V Adultos ,Ainser,,,,,,X,,,,,,,2023-06-29,-400,Torre A,Pendiente,0,0.0,0.0,0.0,0
PENDIENTE CERTIFICADO no hay sello,,,Nevera,,Verificación 2268,Supernordico,804161080102,Verificación metrologica,,,,,1101.0,UCI C.V Pediátrica,UCI C.V Pediátrica,Ainser,,,,,X,,,,,,,,2023-05-01,-459,Torre C,Pendiente,0,0.0,0.0,0.0,0
no hay sello,,,Nevera,,Verificación 2269,Biored,15E-0882 / BIO-R1900212,Verificación metrologica,,,,,401.0,UCI C.V Pediátrica,UCI C.V Pediátrica,Ainser,,,,,,X,,,,,,,2023-05-12,-448,Torre C,Pendiente,0,0.0,0.0,0.0,0
NO CUMPLE,,,Nevera,,Verificación 2336,BIORED,BIO-R1800129,Verificación metrologica,,,,,1302.0,UCI C.V Adultos ,Uci Cardiovascular adultos,Ainser,,,,,,X,,,,,,,2023-06-30,-399,Torre A,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,2118,Supernordico,P-3719,Calificación metrologica,,,,,1300.0,UCI Coronaria,UCI Coronaria,Ainser,,X,,,,,,,,,,,2023-02-18,-531,Torre B,Pendiente,0,0.0,0.0,0.0,0
sello,,,Nevera,,2171,BIORED,BIO-R1800087,Verificación metrologica,,,,,1300.0,UCI Medica covid 2,UCI Medica covid 2,Ainser,,,X,,,,,,,,,,2023-03-10,-511,Torre B,Pendiente,0,0.0,0.0,0.0,0
NO CUMPLE no se enontró,,,Nevera,,2325,SUPERNORDICO,CA54598,Verificación metrologica,,,,,1300.0,UCI Coronaria,UCI Coronaria,Ainser,,,,,,X,,,,,,,2023-06-29,-400,Torre B,Pendiente,0,0.0,0.0,0.0,0
,,,Tensiometro digital,,CC 356814,Riester,1001304,Calibración metrologica,,,,,7000.0,Consulta externa,Torre E piso 5,Celsius,,,,,,X,,,,,,,2023-06-14,-415,Torre E,Pendiente,0,0.0,0.0,0.0,80296
,,,Nevera,,2021,Haier,BE06MXE1T00QEN330004,Calificación metrologica,,,,,800.0,UCI neonatal ,Uci neonatal ,Ainser,,,,,,,,,,,,X,2022-12-07,-604,Torre C,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,2083,HAIER,BE06YE1T00QENAN0001,Calificación metrologica,,,,,800.0,UCI neonatal ,Uci Neonatal,Ainser,,X,,,,,,,,,,,2023-02-01,-548,Torre C,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,2212,Supernordico,P-3564,Calificación metrologica,,,,,800.0,UCI neonatal ,UCI neonatos,Ainser,,,,X,,,,,,,,,2023-04-04,-486,Torre C,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,2015,Supernordico,P-3720,Calificación metrologica,,,,,401.0,Hospitalización niños,Suite Pediátrica,Ainser,,,,,,,,,,,,X,2022-12-01,-610,Torre C,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,Verificación 2338,Biored,BIO-R1800140,Verificación metrologica,,,,,1101.0,UCI Pediátrica,UCI pediátria,Ainser,,,,,,,X,,,,,,2023-07-05,-394,Torre C,Pendiente,0,0.0,0.0,0.0,0
Ha tenido muchos daños ,,,Nevera,,Verificación 0328,Supernórdico,P-3565,Verificación metrologica,,,,,1002.0,Unidad de transplante,Unidad de transplante,Ainser,,X,,,,,,,,,,,2022-02-19,-895,Torre F,Pendiente,0,0.0,0.0,0.0,0
NO CUMPLE,,,Nevera,,Verificación 2306,Haceb /Frigossie,F111142038,Verificación metrologica,,,,,1002.0,Unidad de transplante,Unidad de transplante,Ainser,,,,,,X,,,,,,,2023-06-23,-406,Torre F,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,Calificación 2086,HAIER,BE06MYE1T00QENAN0002,Calificación metrologica,,,,,2000.0,Urgencias Adultos,Torre A Urgencias principal,Ainser,,X,,,,,,,,,,,2023-02-10,-539,Torre A,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,2201/ 2215,VESTFROST,20161969684,Calificación metrologica,,,,,3003.0,Vacunación,Vacunacion,Ainser,,,,X,,,,,,,,,2023-04-11,-479,Torre F,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera,,2208/ 2218,VESTFROST ,20204802100,Calificación metrologica,,,,,3003.0,Vacunación,Vacunacion,Ainser,,,,X,,,,,,,,,2023-04-13,-477,Torre F,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera portatil,,2368,NO APLICA,NR,Validacion cadena de frio,,,,,4301.0,Estándar,9L,Ainser,,,,,,,,X,,,,,2023-08-17,-351,,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera portatil,,2369,NO APLICA,NR,Validacion cadena de frio,,,,,4301.0,Estándar,"4,7L",Ainser,,,,,,,,X,,,,,2023-08-17,-351,,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera portatil,,2370,NO APLICA,NR,Validacion cadena de frio,,,,,4301.0,Estándar,"15,1L",Ainser,,,,,,,,X,,,,,2023-08-22,-346,,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera portatil,,Validación 2383,NO APLICA,NR,Validacion cadena de frio,,,,,4301.0,Estándar," 22,7L",Ainser,,,,,,,,X,,,,,2023-08-30,-338,,Pendiente,0,0.0,0.0,0.0,0
,,,Nevera portatil,,2288,Klimber,NR,Validacion cadena de frio,,,,,4301.0,Estándar,42L,Ainser,,,,,,,,,X,,,,2023-01-01,-579,,Pendiente,0,0.0,0.0,0.0,0
,,,Tensiometro digital,,CC 356813,Riester,1002238,Calibración metrologica,,,,,7000.0,Consulta externa,Torre E piso 5,Celsius,,,,,,X,,,,,,,2023-06-14,-415,Torre E,Pendiente,0,0.0,0.0,0.0,80296
,,,Tensiometro,,CC 356821,Welch Allyn,121109130536,Calibración metrologica,,,,,5700.0,Laboratorio metrología,Laboratorio de Metrología,Celsius,,,,,,X,,,,,,,2023-06-14,-415,Sótano,Pendiente,0,0.0,0.0,0.0,64104
,,,Termohigrometro,,CC 356741,Biotemp,A3308,Calibración metrologica,,,,,7410.0,Consulta externa,Torre I piso 10 Consultorio 16 bodega ,Celsius,,,,,,X,,,,,,,2023-06-14,-415,Torre I,Pendiente,0,0.0,0.0,0.0,105818
,,,Termohigrometro,,CC 356747,BIO TEMP ,TH0112,Calibración metrologica,,,,,6904.0,Sede 102,Laboratorio Clínico ,Celsius,,,,,,X,,,,,,,2023-06-14,-415,Sede 102,Pendiente,0,0.0,0.0,0.0,105818
,,,Micropipeta Multicanal,,CC 356749,INTEGRA,7020943,Calibración metrologica,,,,,2300.0,Biología Molecular,Biologia Molecular ,Celsius,,,,,,X,,,,,,,2023-06-08,-421,Torre H,Pendiente,0,0.0,0.0,0.0,494098
,,,Termohigrometro,,CC 352246,TA318,20170422-12,Calibración metrologica,,,,,4400.0,Esterilización,Esterilización bodega,Celsius,,,,,X,,,,,,,,2023-05-29,-431,Torre A,Pendiente,0,0.0,0.0,0.0,105818
,,,Termohigrometro,,CC 352205,BIOTEMP,A4374,Calibración metrologica,,,,,4400.0,Esterilización,Esterilización area administrativa,Celsius,,,,,X,,,,,,,,2023-05-29,-431,Torre A,Pendiente,0,0.0,0.0,0.0,105818
,,,Termohigrometro,,CC 352201,BIOTEMP,A4377,Calibración metrologica,,,,,4400.0,Esterilización,Área limpia esterilización,Celsius,,,,,X,,,,,,,,2023-05-29,-431,Torre A,Pendiente,0,0.0,0.0,0.0,105818
,,,Termohigrometro,,CC 352203,Alla france,A4379,Calibración metrologica,,,,,4400.0,Esterilización,Area esteril,Celsius,,,,,X,,,,,,,,2023-05-29,-431,Torre A,Pendiente,0,0.0,0.0,0.0,105818
,,,Termohigrometro,,CC 352257,Green tech,A4560,Calibración metrologica,,,,,900.0,Gastroenterología,Gastroenterología Cuarto de equipos,Celsius,,,,,X,,,,,,,,2023-05-29,-431,Torre F,Pendiente,0,0.0,0.0,0.0,105818
,,,Termohigrometro,,CC 352259,Alla france,A1752,Calibración metrologica,,,,,2500.0,Medicina Nuclear,Gammacámara THP2 cuarto control  ,Celsius,,,,,X,,,,,,,,2023-05-29,-431,Torre H,Pendiente,0,0.0,0.0,0.0,105818
,,,Termohigrometro,,CC 352207,HTC-2,A3649,Calibración metrologica,,,,,2500.0,Medicina Nuclear,PET cuarto de calidad,Celsius,,,,,X,,,,,,,,2023-05-29,-431,Torre H,Pendiente,0,0.0,0.0,0.0,105818
,,,Báscula,,CC 351092,Seca,5876256143313,Calibración metrologica,,,,,7409.0,Consulta externa,Torre I piso 9 preconsulta ,Celsius,,,,,X,,,,,,,,2023-05-26,-434,Torre I,Pendiente,0,0.0,0.0,0.0,200741
,,,Báscula,,CC 302984// CC 351094,Seca,5876259151200,Calibración metrologica,,,,,7409.0,Consulta externa,Torre I piso 9 C.908,Celsius,,,,,X,,,,,,,,2023-05-26,-434,Torre I,Pendiente,0,0.0,0.0,0.0,200741
,,,Báscula,,CC 351093,SECA,5876285175255,Calibración metrologica,,,,,7412.0,Consulta externa,Torre I piso 12 C.01,Celsius,,,,,X,,,,,,,,2023-05-26,-434,Torre I,Pendiente,0,0.0,0.0,0.0,200741
,,,Báscula,,CC 351096,Seca,5876063161943,Calibración metrologica,,,,,7406.0,Consulta externa ,Torre I Piso 6 Preconsulta ,Celsius,,,,,X,,,,,,,,2023-05-26,-434,Torre I,Pendiente,0,0.0,0.0,0.0,200741
,,,Pesa bebe,,CC 351095,SECA,5334149145853,Calibración metrologica,,,,,7412.0,Consulta externa,Torre I piso 12 C.01,Celsius,,,,,X,,,,,,,,2023-05-26,-434,Torre I,Pendiente,0,0.0,0.0,0.0,80296
,,,Tensiometro,,CC 352189,Welch Allyn,29600987,Calibración metrologica,,,,,7409.0,Consulta externa,Torre I piso 9 C.908,Celsius,,,,,X,,,,,,,,2023-05-26,-434,Torre I,Pendiente,0,0.0,0.0,0.0,64104
,,,Tensiometro,,CC 352180,Heine,500063082,Calibración metrologica,,,,,7409.0,Consulta externa, Torre I piso 9 C.902,Celsius,,,,,X,,,,,,,,2023-05-26,-434,Torre I,Pendiente,0,0.0,0.0,0.0,64104
,,,Tensiometro,,CC 352184,HEINE,500063119,Calibración metrologica,,,,,7405.0,Consulta externa,Torre I piso 5 C.505,Celsius,,,,,X,,,,,,,,2023-05-26,-434,Torre I,Pendiente,0,0.0,0.0,0.0,64104
,,,Tensiometro,,CC 352179,Heine,500063085,Calibración metrologica,,,,,7409.0,Consulta externa,Torre I piso 9 C.901,Celsius,,,,,X,,,,,,,,2023-05-26,-434,Torre I,Pendiente,0,0.0,0.0,0.0,64104
,,,Tensiometro,,CC 352181,HEINE,500063089,Calibración metrologica,,,,,7412.0,Consulta externa,Torre I piso 12 C.01,Celsius,,,,,X,,,,,,,,2023-05-26,-434,Torre I,Pendiente,0,0.0,0.0,0.0,64104
,,,Tensiometro,,CC 352185,HEINE,500063093,Calibración metrologica,,,,,7406.0,Consulta externa,Torre I piso 6 C.602,Celsius,,,,,X,,,,,,,,2023-05-26,-434,Torre I,Pendiente,0,0.0,0.0,0.0,64104
,,,Tensiometro,,CC 352186,Heine,500063106,Calibración metrologica,,,,,7406.0,Consulta externa,Torre I piso 6 C.601,Celsius,,,,,X,,,,,,,,2023-05-26,-434,Torre I,Pendiente,0,0.0,0.0,0.0,64104
,,,Tensiometro,,CC 352187,HEINE,500063122,Calibración metrologica,,,,,7406.0,Consulta externa,Torre I piso 6 C.614,Celsius,,,,,X,,,,,,,,2023-05-26,-434,Torre I,Pendiente,0,0.0,0.0,0.0,64104
,,,Tensiometro,,CC 352182,HEINE,500063102,Calibración metrologica,,,,,7406.0,Consulta externa,Torre I piso 6 C.617 ,Celsius,,,,,X,,,,,,,,2023-05-26,-434,Torre I,Pendiente,0,0.0,0.0,0.0,64104
,,,Tensiometro,,CC 352183,Heine,500063091,Calibración metrologica,,,,,7406.0,Consulta externa,Torre I Piso 6 C. 607,Celsius,,,,,X,,,,,,,,2023-05-26,-434,Torre I,Pendiente,0,0.0,0.0,0.0,64104
,,,Tensiometro,,CC 352188,HEINE,500063100,Calibración metrologica,,,,,7406.0,Consulta externa,Torre I piso 6 C.618,Celsius,,,,,X,,,,,,,,2023-05-26,-434,Torre I,Pendiente,0,0.0,0.0,0.0,64104
,,,Tensiometro,,CC 352190,Welch Allyn,090108162626,Calibración metrologica,,,,,,Vascular Periférico,Vascular Periférico,Celsius,,,,,X,,,,,,,,2023-05-26,-434,Torre F,Pendiente,0,0.0,0.0,0.0,64104
,,,Termohigrometro,,CC 353174,Alla france,A2779,Calibración metrologica,,,,,1000.0,Cirugía,Cirugía sala  2,Celsius,,,,,X,,,,,,,,2023-05-24,-436,Torre A,Pendiente,0,0.0,0.0,0.0,105818
